user_id,day_of_week,weather_main,destination,hour,traffic_level,usual_departure_hour
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Clouds,Connaught Place,10,Medium,9
u1,Tuesday,Fog,Nehru Place Office,6,Medium,7
u1,Thursday,Clouds,Connaught Place,11,Medium,9
u1,Tuesday,Clear,India Gate,18,Low,18
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Thursday,Drizzle,Nehru Place Office,8,Medium,7
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Friday,Clouds,Connaught Place,7,Medium,9
u1,Wednesday,Clear,Nehru Place Office,7,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,9,Medium,8
u1,Tuesday,Haze,Connaught Place,9,Medium,9
u1,Sunday,Fog,Nehru Place Office,9,Medium,8
u1,Monday,Clear,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Tuesday,Thunderstorm,Nehru Place Office,6,High,7
u1,Monday,Clouds,Connaught Place,9,Medium,9
u1,Tuesday,Rain,Nehru Place Office,8,High,6
u1,Saturday,Fog,Nehru Place Office,9,Medium,8
u1,Monday,Drizzle,Connaught Place,9,Medium,8
u1,Sunday,Rain,Nehru Place Office,11,Medium,8
u1,Friday,Clear,Nehru Place Office,10,Medium,8
u1,Wednesday,Clear,India Gate,18,Low,18
u1,Wednesday,Clouds,Nehru Place Office,9,Medium,8
u1,Thursday,Haze,Connaught Place,8,Medium,9
u1,Wednesday,Clear,Nehru Place Office,6,Medium,8
u1,Friday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Rain,Nehru Place Office,6,High,6
u1,Wednesday,Haze,Nehru Place Office,8,Medium,8
u1,Monday,Clear,India Gate,18,Low,18
u1,Wednesday,Rain,Nehru Place Office,6,High,6
u1,Tuesday,Clear,Nehru Place Office,9,Medium,8
u1,Monday,Clear,Connaught Place,10,Medium,9
u1,Thursday,Clouds,Nehru Place Office,7,Medium,8
u1,Friday,Clouds,Nehru Place Office,10,Medium,8
u1,Thursday,Drizzle,Nehru Place Office,8,High,6
u1,Friday,Clear,Nehru Place Office,7,Medium,8
u1,Thursday,Clouds,Nehru Place Office,7,Medium,8
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Tuesday,Rain,Nehru Place Office,9,High,6
u1,Tuesday,Fog,Nehru Place Office,7,Medium,7
u1,Friday,Fog,Connaught Place,11,Medium,8
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Sunday,Rain,Nehru Place Office,9,Medium,8
u1,Thursday,Clouds,India Gate,17,Low,18
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Connaught Place,9,High,7
u1,Sunday,Clear,Connaught Place,10,Low,10
u1,Friday,Rain,Nehru Place Office,10,Medium,7
u1,Saturday,Clear,Connaught Place,10,Low,10
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Thursday,Clear,Connaught Place,8,Medium,9
u1,Friday,Rain,Nehru Place Office,8,High,6
u1,Friday,Clouds,Nehru Place Office,9,Medium,8
u1,Tuesday,Fog,Nehru Place Office,8,Medium,7
u1,Friday,Fog,Nehru Place Office,10,Medium,7
u1,Tuesday,Clouds,Nehru Place Office,7,Medium,8
u1,Friday,Thunderstorm,Nehru Place Office,8,High,7
u1,Sunday,Clouds,Nehru Place Office,10,Low,9
u1,Friday,Fog,Nehru Place Office,6,Medium,7
u1,Saturday,Clear,Nehru Place Office,7,Low,9
u1,Monday,Haze,Nehru Place Office,8,Medium,8
u1,Thursday,Thunderstorm,Nehru Place Office,6,High,7
u1,Monday,Clear,Nehru Place Office,7,Medium,8
u1,Thursday,Clear,Connaught Place,11,Medium,9
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Rain,India Gate,18,Medium,17
u1,Wednesday,Clear,India Gate,18,Low,18
u1,Tuesday,Haze,India Gate,18,Medium,18
u1,Sunday,Haze,Connaught Place,8,Medium,10
u1,Wednesday,Clear,Nehru Place Office,10,Medium,8
u1,Monday,Rain,Connaught Place,11,High,7
u1,Wednesday,Rain,India Gate,17,Medium,17
u1,Tuesday,Clouds,Connaught Place,10,Medium,9
u1,Monday,Clouds,Connaught Place,7,Medium,9
u1,Monday,Rain,Connaught Place,9,High,7
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Thursday,Clouds,Nehru Place Office,10,Medium,8
u1,Monday,Rain,Nehru Place Office,7,Medium,7
u1,Wednesday,Fog,Nehru Place Office,9,Medium,7
u1,Tuesday,Clear,India Gate,20,Low,18
u1,Thursday,Clear,Connaught Place,11,Medium,9
u1,Monday,Drizzle,Nehru Place Office,10,Medium,7
u1,Monday,Drizzle,Nehru Place Office,8,Medium,7
u1,Sunday,Clear,Nehru Place Office,7,Low,9
u1,Saturday,Clouds,India Gate,20,Low,18
u1,Sunday,Clear,Nehru Place Office,7,Low,9
u1,Friday,Rain,Connaught Place,8,High,7
u1,Friday,Fog,Nehru Place Office,9,Medium,7
u1,Sunday,Clouds,Nehru Place Office,8,Low,9
u1,Wednesday,Clouds,India Gate,17,Low,18
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Connaught Place,7,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,9,Medium,8
u1,Sunday,Haze,Nehru Place Office,8,Medium,9
u1,Monday,Clear,Nehru Place Office,10,Medium,8
u1,Wednesday,Clouds,Connaught Place,11,Medium,9
u1,Wednesday,Fog,Connaught Place,8,Medium,8
u1,Tuesday,Clouds,Connaught Place,8,Medium,9
u1,Thursday,Clear,Nehru Place Office,6,Medium,8
u1,Monday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Clear,Connaught Place,11,Medium,9
u1,Friday,Clouds,Nehru Place Office,8,Medium,8
u1,Thursday,Thunderstorm,India Gate,18,Medium,18
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Friday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Clear,India Gate,18,Low,18
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Wednesday,Fog,Nehru Place Office,8,Medium,7
u1,Thursday,Rain,Nehru Place Office,7,High,6
u1,Wednesday,Rain,Nehru Place Office,7,Medium,7
u1,Thursday,Clear,Connaught Place,9,Medium,9
u1,Wednesday,Drizzle,Nehru Place Office,9,Medium,7
u1,Wednesday,Clouds,Nehru Place Office,9,Medium,8
u1,Monday,Rain,Nehru Place Office,8,Medium,7
u1,Friday,Thunderstorm,India Gate,18,Medium,18
u1,Wednesday,Rain,Nehru Place Office,10,High,6
u1,Friday,Rain,Nehru Place Office,8,High,6
u1,Tuesday,Clear,Nehru Place Office,9,Medium,8
u1,Friday,Haze,Connaught Place,9,Medium,9
u1,Monday,Rain,Connaught Place,9,High,7
u1,Friday,Clear,Nehru Place Office,10,Medium,8
u1,Saturday,Clouds,Connaught Place,11,Low,10
u1,Saturday,Fog,Connaught Place,10,Medium,9
u1,Tuesday,Clear,Nehru Place Office,8,Medium,8
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Friday,Drizzle,Nehru Place Office,7,High,6
u1,Monday,Haze,Nehru Place Office,10,Medium,8
u1,Thursday,Clouds,Nehru Place Office,9,Medium,8
u1,Saturday,Clouds,Nehru Place Office,9,Low,9
u1,Wednesday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Haze,Connaught Place,9,Medium,9
u1,Wednesday,Clouds,Nehru Place Office,7,Medium,8
u1,Tuesday,Rain,Nehru Place Office,10,High,6
u1,Thursday,Rain,Connaught Place,8,High,7
u1,Sunday,Clouds,Connaught Place,10,Low,10
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Tuesday,Clear,Connaught Place,7,Medium,9
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Wednesday,Clear,Nehru Place Office,10,Medium,8
u1,Thursday,Fog,Nehru Place Office,6,Medium,7
u1,Sunday,Drizzle,India Gate,20,Medium,17
u1,Thursday,Drizzle,Nehru Place Office,8,Medium,7
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Friday,Clouds,Connaught Place,7,Medium,9
u1,Thursday,Haze,India Gate,18,Medium,18
u1,Thursday,Rain,Nehru Place Office,8,High,6
u1,Wednesday,Clear,Nehru Place Office,6,Medium,8
u1,Thursday,Clear,Connaught Place,9,Medium,9
u1,Monday,Clear,Connaught Place,9,Medium,9
u1,Thursday,Clouds,Nehru Place Office,8,Medium,8
u1,Tuesday,Rain,Connaught Place,9,High,7
u1,Monday,Haze,Connaught Place,9,Medium,9
u1,Friday,Haze,Connaught Place,8,Medium,9
u1,Wednesday,Haze,Nehru Place Office,7,Medium,8
u1,Sunday,Clouds,Nehru Place Office,7,Low,9
u1,Sunday,Drizzle,Connaught Place,9,Medium,9
u1,Friday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Thursday,Rain,Connaught Place,9,High,7
u1,Monday,Clouds,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Thursday,Drizzle,Nehru Place Office,8,High,6
u1,Saturday,Clouds,Nehru Place Office,9,Low,9
u1,Sunday,Thunderstorm,India Gate,16,Medium,18
u1,Wednesday,Clear,Nehru Place Office,9,Medium,8
u1,Saturday,Haze,Nehru Place Office,11,Medium,9
u1,Monday,Haze,India Gate,17,Medium,18
u1,Wednesday,Rain,India Gate,20,Medium,17
u1,Sunday,Clear,India Gate,18,Low,18
u1,Monday,Clear,Nehru Place Office,9,Medium,8
u1,Monday,Clear,Nehru Place Office,10,Medium,8
u1,Friday,Clouds,Nehru Place Office,10,Medium,8
u1,Tuesday,Clouds,India Gate,18,Low,18
u1,Friday,Clouds,India Gate,18,Low,18
u1,Saturday,Haze,Nehru Place Office,7,Medium,9
u1,Monday,Clear,Connaught Place,7,Medium,9
u1,Thursday,Haze,Nehru Place Office,9,Medium,8
u1,Friday,Clear,Connaught Place,8,Medium,9
u1,Friday,Haze,Nehru Place Office,8,Medium,8
u1,Tuesday,Haze,Nehru Place Office,8,Medium,8
u1,Friday,Haze,Connaught Place,9,Medium,9
u1,Thursday,Rain,Nehru Place Office,7,High,6
u1,Monday,Clear,Connaught Place,8,Medium,9
u1,Wednesday,Clouds,India Gate,20,Low,18
u1,Thursday,Clouds,Connaught Place,7,Medium,9
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Thursday,Fog,Connaught Place,10,Medium,8
u1,Friday,Rain,India Gate,17,Medium,17
u1,Monday,Clear,Nehru Place Office,10,Medium,8
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Tuesday,Clear,Nehru Place Office,10,Medium,8
u1,Monday,Haze,Nehru Place Office,8,Medium,8
u1,Monday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Thunderstorm,Nehru Place Office,9,High,7
u1,Thursday,Clouds,Connaught Place,10,Medium,9
u1,Wednesday,Clouds,India Gate,17,Low,18
u1,Tuesday,Clouds,Nehru Place Office,8,Medium,8
u1,Tuesday,Haze,Nehru Place Office,8,Medium,8
u1,Monday,Clear,Nehru Place Office,6,Medium,8
u1,Saturday,Haze,Connaught Place,8,Medium,10
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Clear,Nehru Place Office,6,Medium,8
u1,Monday,Clear,India Gate,19,Low,18
u1,Tuesday,Rain,Nehru Place Office,9,High,6
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Sunday,Rain,Connaught Place,10,Medium,9
u1,Wednesday,Clouds,Nehru Place Office,10,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,6,Medium,8
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Tuesday,Clouds,Nehru Place Office,8,Medium,8
u1,Thursday,Rain,Connaught Place,9,High,7
u1,Thursday,Clouds,Connaught Place,11,Medium,9
u1,Wednesday,Fog,Connaught Place,10,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,10,Medium,8
u1,Monday,Clear,Nehru Place Office,10,Medium,8
u1,Monday,Fog,India Gate,17,Medium,17
u1,Wednesday,Clouds,Connaught Place,7,Medium,9
u1,Sunday,Clear,India Gate,18,Low,18
u1,Monday,Clear,India Gate,17,Low,18
u1,Friday,Clear,Nehru Place Office,6,Medium,8
u1,Wednesday,Haze,Nehru Place Office,6,Medium,8
u1,Tuesday,Haze,Nehru Place Office,9,Medium,8
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Wednesday,Rain,Connaught Place,7,Medium,8
u1,Thursday,Rain,India Gate,17,Medium,17
u1,Thursday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Thunderstorm,India Gate,16,Medium,18
u1,Friday,Clouds,Nehru Place Office,9,Medium,8
u1,Sunday,Clouds,Connaught Place,12,Low,10
u1,Saturday,Fog,Nehru Place Office,8,Medium,8
u1,Saturday,Clear,Nehru Place Office,10,Low,9
u1,Tuesday,Clear,Connaught Place,9,Medium,9
u1,Saturday,Fog,Connaught Place,8,Medium,9
u1,Wednesday,Haze,India Gate,17,Medium,18
u1,Monday,Fog,Nehru Place Office,8,Medium,7
u1,Thursday,Fog,Nehru Place Office,8,Medium,7
u1,Tuesday,Clear,Nehru Place Office,9,Medium,8
u1,Thursday,Rain,Nehru Place Office,10,High,6
u1,Thursday,Rain,India Gate,19,Medium,17
u1,Thursday,Thunderstorm,India Gate,20,Medium,18
u1,Friday,Rain,Nehru Place Office,8,High,6
u1,Thursday,Clouds,India Gate,20,Low,18
u1,Thursday,Haze,Nehru Place Office,7,Medium,8
u1,Friday,Fog,Nehru Place Office,8,Medium,7
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Clear,Nehru Place Office,9,Medium,8
u1,Tuesday,Clear,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,India Gate,20,Low,18
u1,Tuesday,Clear,India Gate,20,Low,18
u1,Wednesday,Clouds,Connaught Place,8,Medium,9
u1,Friday,Clear,Connaught Place,11,Medium,9
u1,Wednesday,Rain,Nehru Place Office,8,High,6
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Friday,Rain,India Gate,16,Medium,17
u1,Monday,Fog,India Gate,18,Medium,17
u1,Monday,Thunderstorm,Connaught Place,11,High,8
u1,Wednesday,Clear,Connaught Place,9,Medium,9
u1,Friday,Clear,Nehru Place Office,6,Medium,8
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Connaught Place,10,High,7
u1,Thursday,Fog,India Gate,18,Medium,17
u1,Sunday,Fog,Nehru Place Office,9,Medium,8
u1,Wednesday,Clear,India Gate,20,Low,18
u1,Wednesday,Clear,Connaught Place,11,Medium,9
u1,Monday,Clear,Connaught Place,8,Medium,9
u1,Thursday,Clear,India Gate,18,Low,18
u1,Wednesday,Fog,Nehru Place Office,9,Medium,7
u1,Thursday,Clouds,Nehru Place Office,10,Medium,8
u1,Saturday,Clear,Nehru Place Office,7,Low,9
u1,Tuesday,Rain,Nehru Place Office,9,High,6
u1,Wednesday,Clear,India Gate,17,Low,18
u1,Thursday,Clear,India Gate,16,Low,18
u1,Tuesday,Clear,India Gate,18,Low,18
u1,Sunday,Clouds,Nehru Place Office,9,Low,9
u1,Tuesday,Clear,Connaught Place,10,Medium,9
u1,Tuesday,Haze,India Gate,20,Medium,18
u1,Wednesday,Rain,Nehru Place Office,6,Medium,7
u1,Thursday,Clouds,Connaught Place,10,Medium,9
u1,Thursday,Clouds,Nehru Place Office,7,Medium,8
u1,Monday,Rain,Connaught Place,11,High,7
u1,Wednesday,Rain,Nehru Place Office,8,High,6
u1,Saturday,Rain,Nehru Place Office,8,Medium,8
u1,Thursday,Clear,India Gate,20,Low,18
u1,Saturday,Rain,India Gate,17,Medium,17
u1,Sunday,Clear,Nehru Place Office,7,Low,9
u1,Monday,Rain,Nehru Place Office,8,Medium,7
u1,Monday,Haze,India Gate,20,Medium,18
u1,Friday,Clouds,Nehru Place Office,7,Medium,8
u1,Monday,Drizzle,India Gate,18,Medium,17
u1,Saturday,Rain,India Gate,19,Medium,17
u1,Saturday,Rain,Connaught Place,9,Medium,9
u1,Monday,Haze,India Gate,19,Medium,18
u1,Tuesday,Rain,India Gate,16,Medium,17
u1,Monday,Rain,Nehru Place Office,9,High,6
u1,Friday,Clouds,Connaught Place,7,Medium,9
u1,Sunday,Clear,Nehru Place Office,10,Low,9
u1,Friday,Clear,Nehru Place Office,7,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,7,Medium,8
u1,Friday,Clear,Nehru Place Office,8,Medium,8
u1,Monday,Rain,Connaught Place,10,Medium,8
u1,Wednesday,Clouds,India Gate,19,Low,18
u1,Thursday,Clouds,Connaught Place,9,Medium,9
u1,Thursday,Thunderstorm,Connaught Place,11,High,8
u1,Tuesday,Clouds,Nehru Place Office,10,Medium,8
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,10,Medium,8
u1,Thursday,Clear,India Gate,19,Low,18
u1,Sunday,Rain,Nehru Place Office,9,Medium,8
u1,Sunday,Clouds,Connaught Place,8,Low,10
u1,Thursday,Clouds,Connaught Place,11,Medium,9
u1,Thursday,Clouds,India Gate,20,Low,18
u1,Wednesday,Clear,India Gate,16,Low,18
u1,Friday,Clear,Connaught Place,11,Medium,9
u1,Monday,Rain,Nehru Place Office,9,High,6
u1,Friday,Fog,Nehru Place Office,10,Medium,7
u1,Wednesday,Clouds,India Gate,20,Low,18
u1,Tuesday,Clouds,Connaught Place,7,Medium,9
u1,Friday,Clear,Connaught Place,9,Medium,9
u1,Sunday,Clouds,Nehru Place Office,7,Low,9
u1,Tuesday,Clear,Connaught Place,11,Medium,9
u1,Monday,Rain,Connaught Place,9,High,7
u1,Tuesday,Clear,India Gate,18,Low,18
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Clouds,India Gate,18,Low,18
u1,Friday,Clouds,Nehru Place Office,10,Medium,8
u1,Thursday,Haze,Nehru Place Office,10,Medium,8
u1,Tuesday,Drizzle,Nehru Place Office,7,Medium,7
u1,Wednesday,Rain,Connaught Place,9,High,7
u1,Saturday,Clouds,India Gate,16,Low,18
u1,Sunday,Haze,Nehru Place Office,8,Medium,9
u1,Wednesday,Clear,Nehru Place Office,10,Medium,8
u1,Friday,Fog,Nehru Place Office,10,Medium,7
u1,Wednesday,Clear,India Gate,16,Low,18
u1,Thursday,Clear,Nehru Place Office,6,Medium,8
u1,Thursday,Rain,Nehru Place Office,7,Medium,7
u1,Tuesday,Clouds,Connaught Place,9,Medium,9
u1,Thursday,Clouds,Connaught Place,8,Medium,9
u1,Saturday,Clouds,Nehru Place Office,8,Low,9
u1,Wednesday,Rain,Nehru Place Office,10,High,6
u1,Monday,Fog,India Gate,17,Medium,17
u1,Thursday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Clear,Nehru Place Office,9,Medium,8
u1,Wednesday,Clouds,Nehru Place Office,7,Medium,8
u1,Monday,Clear,Connaught Place,8,Medium,9
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,Nehru Place Office,8,Medium,8
u1,Saturday,Haze,Nehru Place Office,7,Medium,9
u1,Tuesday,Clouds,Nehru Place Office,10,Medium,8
u1,Thursday,Drizzle,Connaught Place,7,Medium,8
u1,Friday,Clouds,Nehru Place Office,8,Medium,8
u1,Monday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Haze,Nehru Place Office,10,Medium,8
u1,Wednesday,Clear,India Gate,18,Low,18
u1,Saturday,Drizzle,Nehru Place Office,9,Medium,8
u1,Wednesday,Rain,India Gate,18,Medium,17
u1,Sunday,Fog,Nehru Place Office,10,Medium,8
u1,Friday,Clear,Nehru Place Office,6,Medium,8
u1,Friday,Rain,Nehru Place Office,8,High,6
u1,Thursday,Rain,Connaught Place,7,High,7
u1,Monday,Rain,India Gate,18,Medium,17
u1,Tuesday,Rain,Nehru Place Office,6,High,6
u1,Wednesday,Drizzle,Nehru Place Office,10,Medium,7
u1,Tuesday,Clouds,Nehru Place Office,8,Medium,8
u1,Thursday,Rain,Nehru Place Office,7,High,6
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Wednesday,Clouds,Nehru Place Office,9,Medium,8
u1,Sunday,Clouds,Nehru Place Office,11,Low,9
u1,Friday,Clouds,Connaught Place,8,Medium,9
u1,Tuesday,Clear,Nehru Place Office,6,Medium,8
u1,Thursday,Haze,India Gate,18,Medium,18
u1,Friday,Clouds,Nehru Place Office,7,Medium,8
u1,Tuesday,Haze,Connaught Place,10,Medium,9
u1,Monday,Rain,Nehru Place Office,10,High,6
u1,Thursday,Rain,Nehru Place Office,8,High,6
u1,Monday,Rain,Connaught Place,10,High,7
u1,Friday,Clear,India Gate,18,Low,18
u1,Thursday,Rain,Nehru Place Office,6,Medium,7
u1,Tuesday,Rain,India Gate,18,Medium,17
u1,Friday,Fog,Nehru Place Office,8,Medium,7
u1,Wednesday,Clear,Connaught Place,7,Medium,9
u1,Friday,Clouds,Connaught Place,9,Medium,9
u1,Wednesday,Clear,Nehru Place Office,8,Medium,8
u1,Tuesday,Clouds,Nehru Place Office,9,Medium,8
u1,Saturday,Clouds,Nehru Place Office,8,Low,9
u1,Friday,Clear,Connaught Place,11,Medium,9
u1,Sunday,Clear,India Gate,16,Low,18
u1,Monday,Clear,Nehru Place Office,7,Medium,8
u1,Monday,Clouds,Nehru Place Office,10,Medium,8
u1,Saturday,Clear,Nehru Place Office,11,Low,9
u1,Thursday,Clear,Connaught Place,9,Medium,9
u1,Sunday,Clouds,Nehru Place Office,11,Low,9
u1,Monday,Clouds,Nehru Place Office,6,Medium,8
u1,Tuesday,Fog,Nehru Place Office,8,Medium,7
u1,Thursday,Clouds,Nehru Place Office,6,Medium,8
u1,Friday,Rain,Nehru Place Office,8,Medium,7
u1,Monday,Rain,Connaught Place,9,Medium,8
u1,Sunday,Clouds,Connaught Place,11,Low,10
u1,Saturday,Clear,India Gate,20,Low,18
u1,Sunday,Clear,Connaught Place,10,Low,10
u1,Wednesday,Drizzle,Nehru Place Office,8,High,6
u1,Sunday,Haze,India Gate,18,Medium,18
u1,Tuesday,Fog,Nehru Place Office,9,Medium,7
u1,Tuesday,Clear,India Gate,18,Low,18
u1,Friday,Clear,India Gate,20,Low,18
u1,Wednesday,Rain,Nehru Place Office,10,High,6
u1,Friday,Fog,Connaught Place,11,Medium,8
u1,Friday,Clouds,Connaught Place,9,Medium,9
u1,Thursday,Haze,Nehru Place Office,6,Medium,8
u1,Thursday,Clouds,Nehru Place Office,9,Medium,8
u1,Friday,Haze,India Gate,19,Medium,18
u1,Monday,Clouds,Connaught Place,9,Medium,9
u1,Sunday,Clouds,Connaught Place,8,Low,10
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Wednesday,Clouds,Connaught Place,9,Medium,9
u1,Wednesday,Clouds,Nehru Place Office,8,Medium,8
u1,Wednesday,Rain,India Gate,17,Medium,17
u1,Saturday,Clear,Nehru Place Office,9,Low,9
u1,Tuesday,Rain,Nehru Place Office,6,Medium,7
u1,Thursday,Clear,Nehru Place Office,8,Medium,8
u1,Saturday,Clear,Nehru Place Office,8,Low,9
u1,Friday,Haze,India Gate,18,Medium,18
u1,Thursday,Clear,Nehru Place Office,10,Medium,8
u1,Thursday,Clouds,India Gate,19,Low,18
u1,Thursday,Clouds,Connaught Place,8,Medium,9
u1,Monday,Clouds,India Gate,18,Low,18
u1,Tuesday,Drizzle,Nehru Place Office,8,High,6
u1,Friday,Rain,Connaught Place,9,High,7
u1,Saturday,Clear,Connaught Place,12,Low,10
u1,Tuesday,Drizzle,Connaught Place,11,Medium,8
u1,Tuesday,Clear,Nehru Place Office,10,Medium,8
u1,Tuesday,Clear,Nehru Place Office,7,Medium,8
u1,Wednesday,Clouds,Connaught Place,11,Medium,9
u1,Sunday,Clouds,India Gate,18,Low,18
u1,Saturday,Rain,India Gate,18,Medium,17
u1,Friday,Clouds,Connaught Place,9,Medium,9
u1,Thursday,Rain,Nehru Place Office,6,High,6
u1,Friday,Clouds,Connaught Place,10,Medium,9
u1,Saturday,Clouds,Nehru Place Office,9,Low,9
u1,Sunday,Haze,Nehru Place Office,10,Medium,9
u1,Sunday,Drizzle,Nehru Place Office,10,Medium,8
u1,Sunday,Clear,Connaught Place,9,Low,10
u1,Monday,Rain,Nehru Place Office,9,High,6
u1,Saturday,Clear,Connaught Place,12,Low,10
u1,Monday,Clouds,Nehru Place Office,10,Medium,8
u1,Friday,Clear,Nehru Place Office,9,Medium,8
